,mH,mA,mHp,lam345,lam2,mu2sq,lam1,lam3,lam4,lam5,kalam,dghZZ1L,kalam1L,kalam2L,kalam2LDI,kagam1L,kagam2L,kagam2LDI,MW1L,sl1L,GamZ1L,MW2L,sl2L,GamZ2L,effZZh1L_s0,effZZh1L_s240,effZZh1L_s365,effZZh1L_s500,effZZh1L_s550,effZZh1Lkala_s0,effZZh1Lkala_s240,effZZh1Lkala_s365,effZZh1Lkala_s500,effZZh1Lkala_s550,dkappaf,DeltaGammagamgam1L,DeltaGammagamgam2L,DeltaGammagamgam2LDI,dkappaZgam1L,DeltaGammaZgam1L,effZZh1Ltot_s0,effZZh1Ltot_s240,effZZh1Ltot_s365,effZZh1L_var
0,61.69431163938659,346.27514216555306,354.31908540383216,-0.18507410798107185,13.155656921918851,9416.165188346306,0.2581482588231646,3.8310117051344346,-2.1010016260770055,-1.9150841870385007,1.2484193121313605,-0.0027897125816024855,1.2484193121313605,1.369323788852661,1.5266336013205262,-4.826966380247,-5.355635500245626,-6.197030443359042,80.38133247109405,0.23136223983382093,2.495534442725735,80.38325318263027,0.23135295645868154,2.4956703195950176,-0.0005526594307473312,0.0006187862730517205,0.0024891909136780573,0.006770725120035806,0.008183836479757973,0.0010136327637834679,0.0022775670922135648,0.0008120597021879374,0.00020279285713063083,4.799024870479558e-05,-0.005239723449262665,-0.09420936716133654,-0.10424442684376334,-0.12010029023558899,-1.794205124002135,-0.03556218527734323,0.0004609733330361367,0.0028963533652652854,0.003301250615865995,0.13979552890764893
1,61.050942554976395,373.41181754831155,370.8267953581722,-0.19233656097157278,13.033999303136461,9557.3345829774,0.2581482588231646,4.221263283254695,-2.1750654663454307,-2.2385343778808364,1.3343122549980448,-0.002239182374895202,1.3343122549980446,1.4887741231259068,1.7009050239097574,-4.84849871194486,-5.406763482292054,-6.281639411014606,80.35903954701173,0.23148339861107198,2.4943254622281907,80.3582802954883,0.23148721514968315,2.494273688567186,-8.844739445028334e-05,0.0010979227245929318,0.002929994500022765,0.007196745777628248,0.008974324178548891,0.0013641043125550644,0.003065053936324521,0.0010928357699015545,0.0002729100921468935,6.458325693267162e-05,-0.005950388965791496,-0.09461918026292415,-0.10521196051049642,-0.12168688885129086,-1.8014958139603743,-0.03570537756243586,0.001275656918104781,0.004162976660917452,0.00402283026992432,0.03366494756236435
2,61.08508918189368,344.7935646516174,356.4814845285278,-0.17010973500933674,11.65584505811179,8887.764278250494,0.2581482588231646,3.8991507750312833,-2.1698313452969606,-1.8994291647436592,1.2565887401612732,-0.0034713826483696634,1.2565887401612732,1.3743151428497715,1.519329168925311,-4.852399658592931,-5.366861985678573,-6.128813189562498,80.38916911106634,0.23131932830526453,2.495959083672026,80.39201136725514,0.23130570826541935,2.496160095626379,-0.0010879431552848476,9.703269259838174e-05,0.001995924171260436,0.006320127520946522,0.007709684541226706,0.0010469667257908652,0.002352466343336591,0.0008387648050887486,0.0002094618299938719,4.956843873989288e-05,-0.005394674015997897,-0.09469341492718741,-0.10445691895623932,-0.11882002867999453,-1.8035595139194394,-0.03574590758636376,-4.097642949398234e-05,0.002449499035934973,0.002834688976349185,0.1572525380754784
3,62.152528220993474,347.04060210827663,361.7277171054715,-0.20544925679099163,12.140646454628994,10090.526556904737,0.2581482588231646,3.9837748619232807,-2.266321974314761,-1.9229021443995116,1.2640556197245851,-0.003160004213429609,1.2640556197245851,1.3858713892867844,1.5444262670595161,-4.8126196460895665,-5.310630502889446,-6.097394390930955,80.39594975178504,0.23128225113741918,2.4963277740919194,80.39961845624377,0.23126479031915048,2.4965869629737383,-0.000645688779330345,0.0005081648660269746,0.0023428442253573063,0.006551186247739224,0.007966831762317167,0.0010774340582364037,0.0024209244637178624,0.0008631733421804622,0.00021555728943099345,5.101090874843477e-05,-0.005267260431086029,-0.0939362621359986,-0.103392330423967,-0.11823006598276353,-1.7885425028705493,-0.03545096162895345,0.0004317452789060587,0.002929089329744837,0.0032060175675377688,0.09454414209246935
4,62.59431828831009,349.3095390985312,353.3824817421948,-0.17320568647877826,12.51459788317403,9168.269500447152,0.2581482588231646,3.8173227569633594,-2.042473558264086,-1.9480548851780517,1.251996176990656,-0.010369294269785808,1.251996176990656,1.3715433790558575,1.522716798427688,-4.835684697242226,-5.360717554171579,-6.175173006535228,80.37300109869199,0.2314077810445216,2.495083123130063,80.37398266331742,0.23140298042145127,2.4951522089692078,-0.008255143424973575,-0.00707322107420202,-0.005191957142080124,-0.0008677541581899311,0.0005949070842756411,0.0010282275526583783,0.0023103606364309275,0.0008237521418275341,0.0002057127695889792,4.868123618362037e-05,-0.013012789006734212,-0.09437530929573024,-0.10434062181387127,-0.11969018396464048,-1.7974891905574553,-0.035626687072132124,-0.007226915872315196,-0.004762860437771093,-0.0043682050002525905,0.08286101234223686
5,61.29023051956157,355.77909088827727,369.985437133171,-0.18678988489689982,12.58098916599139,9418.478186256756,0.2581482588231646,4.205281786125766,-2.3661077944903375,-2.025963876532328,1.3058835341109345,-0.0037888631212805576,1.3058835341109345,1.447171320462569,1.6356066869382335,-4.852477920620101,-5.400078381169338,-6.219932633549696,80.39570185897219,0.23128355465590683,2.4963159827526265,80.39961622542654,0.23126473680916487,2.49658834191622,-0.001146227204877209,3.236337097936628e-05,0.001888132834523026,0.006191942751484643,0.007725247352248585,0.001248105750783053,0.002804412689834118,0.0009999049167440386,0.00024970279202274787,5.909132728345736e-05,-0.005743542449024501,-0.0946949042153914,-0.10508548297110953,-0.12052989647440426,-1.8030083430775723,-0.03573508295303063,0.00010187854590584387,0.002836776060813484,0.0028880377512670646,0.018070404344458738
6,62.27883123097922,347.46007886767933,356.8883720549694,-0.17198422252384468,11.901040501562768,9091.84855169065,0.2581482588231646,3.9019937698182936,-2.146529623472918,-1.9274483688692206,1.2595558725823943,-0.003259492869498168,1.2595558725823943,1.3793422319279927,1.5287687819878764,-4.844685928000725,-5.363493435854516,-6.141458367868258,80.3843557601067,0.2313457503879608,2.4956988329914873,80.38667140482089,0.23133457197663362,2.4958620225344155,-0.0008904952261275954,0.0002920833996110759,0.0021787544004167143,0.006498152957907248,0.007929665185925035,0.0010590736051261649,0.0023796697161444667,0.0008484640859118663,0.00021188399780361892,5.014163661894654e-05,-0.0054041749515546505,-0.09454662038591766,-0.10439316253344488,-0.11905741626893918,-1.8006739988061793,-0.03568923729112583,0.00016857837899856946,0.0026717531157555425,0.0030272184863285806,0.13304574007112793
7,61.70233227090997,349.46461248866433,348.7145530176105,-0.17945874670024461,12.322117698491988,9246.941750393444,0.2581482588231646,3.7066073722344903,-1.9343949806014913,-1.9516711383332437,1.2395691095402044,-0.002019527016798306,1.2395691095402044,1.3530873354326596,1.4946006633963755,-4.824207164662009,-5.329335572383309,-6.138141242347405,80.36307720484368,0.23146178341195695,2.4945444884218015,80.36290235692307,0.23146264731109945,2.49453216050303,-8.714361486178093e-05,0.0010911681727566078,0.0029668509381091104,0.007288121993843988,0.008753986718189171,0.00097752101693275,0.0021964263386702906,0.0007831292103561397,0.00019556814559654358,4.628054497929448e-05,-0.00518302920359316,-0.09415684581648254,-0.10374652968335918,-0.11899514705584746,-1.7934441251502453,-0.035547238320001284,0.0008903774020709691,0.0032875945114268987,0.00374998014846525,0.14064558005289537
8,61.45432200339243,377.3653763849664,377.9013312349365,-0.19052163107418538,11.370438068787884,9551.73642866562,0.2581482588231646,4.396193739768176,-2.3000347123433027,-2.2866806584990584,1.3634320640460238,-0.0027734269863278513,1.3634320640460238,1.5191114524440212,1.7264955782799527,-4.859340690365088,-5.395692630932125,-6.1872829843349075,80.36582611789716,0.2314465263421705,2.4946948316636735,80.36599306919456,0.23144569019494632,2.4947061512037934,-0.0003992217189579257,0.0007904982644935052,0.0026196188451816844,0.006860479741680183,0.008688569273472094,0.0014829227420600213,0.0033320312427593357,0.0011880257261911338,0.0002966815502725623,7.020869267862407e-05,-0.006193009312632688,-0.09482549461279788,-0.10500250272189293,-0.11991741261387412,-1.8052468604715322,-0.035779045586706304,0.0010837010231020956,0.004122529507252841,0.003807644571372818,0.07638148746444146
9,62.21195204003501,354.624626152021,360.92183243609605,-0.1829258757822326,12.828636133884,9415.186737261944,0.2581482588231646,3.986841879882451,-2.159209805358289,-2.0105579503063944,1.277788996727853,-0.0028968043395934395,1.277788996727853,1.4087978074630243,1.581028505138789,-4.8382099647816705,-5.3766532240857146,-6.211940434966168,80.37792897369998,0.2313808261317895,2.495351032781434,80.37955266391936,0.23137289501412214,2.4954644114722053,-0.000578112270703347,0.0006005059299331705,0.002460823769824912,0.006769617606917467,0.00829838672119297,0.001133470767977158,0.0025468353168606565,0.0009080664784814406,0.00022676829688709707,5.366395601874943e-05,-0.00551277624443397,-0.09442337172930204,-0.10464222449250715,-0.12037998830256658,-1.7980878492213304,-0.03563844499307478,0.0005553584972738109,0.0031473412467938272,0.0033688902483063527,0.07039243098860531
10,61.664358196852604,375.78255387910855,375.56663571731957,-0.2006109676162283,12.700629995966759,9883.424362275317,0.2581482588231646,4.327217683535689,-2.2612383288528735,-2.2665903222990433,1.3500723738556035,-0.002411512968073206,1.3500723738556035,1.5085401210851261,1.7276741856585975,-4.843651917915681,-5.395175029298471,-6.253679504097576,80.36416143974878,0.23145560182506583,2.4946042656376406,80.3640958245227,0.23145593054157526,2.4945998039693604,-0.00011538302184509883,0.0010654120914068128,0.0028826553470505433,0.007097315721710252,0.008903198989102265,0.0014284107978201712,0.0032095464388251713,0.0011443541374395352,0.0002857755956555445,6.76278351383767e-05,-0.006029249642622752,-0.09452694196812073,-0.10499270922629278,-0.12116273934795452,-1.7995079552664661,-0.035666336217222594,0.0013130277759750724,0.004274958530231984,0.004027009484490078,0.05800033941579562
11,62.4039754171174,354.73216855336494,366.06736935655863,-0.18289075511349004,11.030838274658676,9438.05132874179,0.2581482588231646,4.109495550718438,-2.280964726242364,-2.011421579589564,1.2925489101919425,-0.0034937331215909003,1.2925489101919423,1.420011378428143,1.5802336654199145,-4.84562553016985,-5.3522334067429345,-6.093682139492396,80.38903114577619,0.2313201638972641,2.495953895749777,80.39206082093,0.23130551885357536,2.496165105526611,-0.0009427424458088142,0.00023586156454199835,0.002094759380589806,0.0063966809880027535,0.007923169907632425,0.0011936960852016831,0.0026821576994134006,0.0009563152673100242,0.00023881729982774103,5.651531210667043e-05,-0.0056410825726715295,-0.09456450192553367,-0.10418002789083314,-0.11816034658813113,-1.800623627245046,-0.03568824800020165,0.0002509536393928689,0.0029180192639553988,0.00305107464789983,0.0455978428888347
12,61.70865913566754,342.2310033564201,342.7161316123599,-0.1849647902574488,11.290062714659056,9414.622066829146,0.2581482588231646,3.564249076005173,-1.8800880391773862,-1.8691258270852356,1.2141948925523385,-0.001834551020829766,1.2141948925523385,1.3136279194267357,1.4301795916223887,-4.805717989134095,-5.26826839275426,-6.01501211553519,80.36556000545232,0.23144834761961217,2.494678790347049,80.36566506366314,0.23144783280996833,2.494686291138566,3.137347173551201e-05,0.0011990600399029141,0.003076852176266785,0.0073447649028864385,0.008713323512749746,0.0008739858389565245,0.0019637895073932985,0.0007001832472841437,0.00017485433749413271,4.1378691844409286e-05,-0.004911177739819799,-0.09380486724357329,-0.10258990266927592,-0.11668220523570028,-1.7868675382438859,-0.03541806120495472,0.0009053593106920364,0.0031628495472962124,0.003777035423550929,0.19418750941844778
13,61.53611737671437,361.63915042778035,368.6468692400954,-0.1874157229207749,12.950995460232708,9467.650009409268,0.2581482588231646,4.171041903354938,-2.2636447091899123,-2.094812917085801,1.3099716174489988,-0.0031060048845228125,1.3099716174489988,1.4545019496278717,1.6497953762372206,-4.848533577620451,-5.402831435455258,-6.2524986408031396,80.3798069971254,0.23137049027403225,2.495453686755957,80.38175686169878,0.23136093409400738,2.4955884780204807,-0.0006842300900610923,0.0004972987205717447,0.002345146291818445,0.006649703087582862,0.008268345640465262,0.0012647864797367988,0.0028418932061479146,0.001013268482199338,0.00025304002894366724,5.9881073195063025e-05,-0.005773351493652031,-0.09461984376707766,-0.10513756995711088,-0.12114059889073825,-1.8015973439373667,-0.0357073715797791,0.0005805563896757065,0.0033391919267196594,0.003358414774017783,0.005756736276314554
14,60.96766125643802,358.8449472992082,373.14480457763193,-0.19249566537085439,11.246783378161398,9551.995496988891,0.2581482588231646,4.278332061373944,-2.408073683651579,-2.0627540430932196,1.3188458194072175,-0.003781759042402877,1.318845819407218,1.4573536989440716,1.6373414246360292,-4.852252023855764,-5.3695972584943075,-6.126299634062926,80.39621082338782,0.23128074595888626,2.496344180952018,80.40027018895208,0.23126119164076217,2.496625512330196,-0.0011125305560287728,6.434791942030009e-05,0.0019094265763859534,0.006201362882386416,0.00777345010588531,0.0013009961519241438,0.0029232539915727187,0.0010422774257372559,0.0002602843319506327,6.159541317683676e-05,-0.005825244100110281,-0.09469060550681396,-0.10450868769804322,-0.11877283796062654,-1.8027978615134943,-0.03573094921732223,0.0001884655958953711,0.0029876019109930188,0.002951704002123209,0.012015626559121452
