,mH,mA,mHp,lam345,lam2,mu2sq,lam1,lam3,lam4,lam5,kalam,dghZZ1L,kalam1L,kalam2L,kalam2LDI,kagam1L,kagam2L,kagam2LDI,MW1L,sl1L,GamZ1L,MW2L,sl2L,GamZ2L,effZZh1L_s0,effZZh1L_s240,effZZh1L_s365,effZZh1L_s500,effZZh1L_s550,effZZh1Lkala_s0,effZZh1Lkala_s240,effZZh1Lkala_s365,effZZh1Lkala_s500,effZZh1Lkala_s550,dkappaf,DeltaGammagamgam1L,DeltaGammagamgam2L,DeltaGammagamgam2LDI,dkappaZgam1L,DeltaGammaZgam1L,effZZh1Ltot_s0,effZZh1Ltot_s240,effZZh1Ltot_s365,effZZh1L_var
0,61.395264371013596,543.6108869159586,542.3613150416805,-0.23177877031796687,7.176041320946392,10795.070021578647,0.2581482588231646,9.348119016418586,-4.767565056566735,-4.8123327301698176,2.9322141391834493,-0.00831223339414829,2.9322141391834493,3.659991336693252,4.748980181149601,-4.978383681030907,-5.799696464687088,-6.618919904645271,80.3607491081132,0.23147303789836404,2.494419969818849,80.35936842735543,0.2314802641251654,2.49433639500464,-0.002771950253870676,-0.0015338639431640474,0.00020722117714913542,0.0032450630779013584,0.0048161814908773155,0.007884071255645208,0.017714996876679757,0.006316228899301238,0.0015773299688794534,0.00037326984079765635,-0.013782532852940678,-0.09708924321306256,-0.11263028138549136,-0.12799738802249438,-1.8457078825552253,-0.036573493892331777,0.005112121001774532,0.01618113293351571,0.006523450076450373,0.5968483725303028
1,61.60910593326015,424.27339372596924,434.69126232753155,-0.2293910259573416,14.169796349075511,10748.99602268416,0.2581482588231646,5.879095948735628,-3.2018510980429196,-2.9066358766500504,1.6812442989026344,-0.004855457650806999,1.6812442989026344,1.9973875438926618,2.4878795410337355,-4.893591554073384,-5.591442035479388,-6.581023284064091,80.39153216747965,0.23130636307015173,2.496099983684641,80.39672420928737,0.2312802214207837,2.496435655490563,-0.0012646209516632108,-7.16557285029906e-05,0.0016902657697687078,0.005339278390875185,0.007520506820311173,0.002779701527968427,0.006245809086365593,0.002226924459848652,0.0005561221331510903,0.00013160443547067673,-0.008131565025839295,-0.09547710725165781,-0.10870241830597516,-0.1272894789347424,-1.816207796919589,-0.0359942948622326,0.0015150805763052163,0.006174153357862602,0.00391719022961736,0.36555022161395884
2,61.76240315931701,496.2325253262065,498.52218429947914,-0.46030934438363647,9.16238148833533,17767.51799952808,0.2581482588231646,7.612708119773233,-4.074078748693058,-3.9989387154638116,2.196423896525483,-2.6213518586763892e-05,2.1964238965254834,2.654488450854786,3.4201213689493364,-4.804892304108299,-5.323807237657585,-6.164653592715652,80.37148266210399,0.23141520695750845,2.4950082307088715,80.37327041064414,0.23140595687464824,2.495119238504104,0.0036401345040096055,0.004768674957750587,0.006373347582915155,0.009248942464939671,0.010814812200707999,0.004881804278768936,0.010969097658653292,0.003910998805878928,0.0009766801873578484,0.00023112808685444496,-0.008716682263841424,-0.093789147076758,-0.10364185240277823,-0.1194927764624949,-1.7820121344748974,-0.035322685964756406,0.008521938782778541,0.01573777261640388,0.010284346388794083,0.3465183009395848
3,60.903334455638074,582.2506835992724,582.3359373986513,-0.21721734840604023,11.702210994635966,10293.521016314715,0.2581482588231646,10.847881813880319,-5.5341873029050985,-5.53091185938126,3.6320145618133175,-0.010986118670473497,3.632014561813321,4.887912544512546,6.869827072619082,-5.006416773414102,-6.096555707588413,-7.215126372241764,80.36506718851777,0.23144960133972278,2.4946575126997415,80.3651870208483,0.2314489734669707,2.4946646745951355,-0.004282019411521398,-0.0030297978513188144,-0.0012850378609110308,0.0016987518823228726,0.003196642812255725,0.010739487891337633,0.02413093290043036,0.008603811607409329,0.0021486000762988493,0.0005084589935152603,-0.016237376641650144,-0.0976219145773698,-0.11821431500219537,-0.13909672258809347,-1.8556317181173565,-0.03676829745501875,0.0064574684798162345,0.021101135049111545,0.007318773746498298,0.6531573429834784
4,62.14004337360961,448.8906375632662,446.48244417758434,-0.3158358206832045,8.46338733233539,13435.018712784547,0.2581482588231646,6.133254103187737,-3.1889777376393593,-3.260112186231582,1.7727001772594584,-0.001758424760197394,1.7727001772594584,2.052820010296645,2.46765915366712,-4.836234475320489,-5.341312015902022,-6.076953779528105,80.35838376239518,0.2314863349712075,2.4942901429840623,80.35705594983028,0.2314931738252511,2.494205524735045,0.001335682591770578,0.002495978405266559,0.004183179025819101,0.007417231955549859,0.009474002074178109,0.0031528716891274446,0.007084298240642152,0.0025258852479797577,0.0006307805754205247,0.0001492721051466103,-0.008019320097821286,-0.09438577311638185,-0.10397327891291852,-0.11784613886671003,-1.7946404392951143,-0.03557073535526689,0.004488554280898022,0.00958027664590871,0.006709064273798858,0.29970036129760547
5,62.35538481869301,737.998981085505,736.9621821318387,-0.3861107988131176,8.029713130692224,15592.006952841042,0.2581482588231646,17.403016665458516,-8.86933881686351,-8.919788647408124,7.900951510540655,-0.015151519204164758,7.900951510540657,11.394745863337924,17.220482823194207,-5.003253260948015,-6.379196122043485,-7.637104110006099,80.36026708925,0.23147517685101798,2.494393982399966,80.35714408144243,0.23149173980878993,2.494212849667253,-0.004593569801018716,-0.003351634838710899,-0.0016617443544673842,0.0011001402978739934,0.0024122885149354713,0.02815815925239401,0.06326955795231319,0.02255857075032773,0.005633473749425998,0.0013331426467981628,-0.02511754877580427,-0.09756181089964167,-0.12351450812452014,-0.14690954628141473,-1.8533105452826049,-0.036722734907926435,0.023564589451375295,0.05991792311360229,0.020896826395860345,0.6512424778769336
6,61.41888222914708,571.1296895538335,578.4389552578596,-0.21056831530018055,6.239979191390323,10155.038085475166,0.2581482588231646,10.703218720005726,-5.595493520720268,-5.318293514585639,3.515147658360935,-0.011916310795054907,3.5151476583609353,4.464578349482601,5.887210156017113,-5.006855091309803,-5.937837056625761,-6.760559803312827,80.38996209520668,0.23131479734453927,2.4960250621664484,80.39995535897505,0.2312624499394697,2.4966236784874765,-0.004934440232766646,-0.0036828303517299596,-0.001934849996455106,0.0010695126443906991,0.0025886181259009754,0.010262632362977512,0.02305946944942738,0.008221784533914383,0.002053197778257758,0.0004858823600244081,-0.015902202949234966,-0.09763024203565851,-0.11523095024141139,-0.13064067918083955,-1.8558356573491697,-0.03677230054827463,0.005328192130210865,0.01937663909769742,0.006286934537459277,0.6755405049471985
7,60.952915138806155,379.4484173539138,391.91923574559183,-0.2220230933317954,7.055744802527018,10445.23475145143,0.2581482588231646,4.722722966782574,-2.631048925763447,-2.3136971343509227,1.406488067512717,-0.0036135563422815603,1.406488067512717,1.547503234295713,1.7167363104960434,-4.848437401863725,-5.279664887856795,-5.850755811687158,80.39359360248324,0.23129508316796174,2.4962058149167143,80.3978257498806,0.2312743378450046,2.49649199428311,-0.0007637687187786435,0.000406008709296032,0.00219548156301441,0.0063206524212160746,0.00815382912938007,0.001658605443283898,0.00372677888043945,0.0013287718101110393,0.0003318295823829644,7.85263564579543e-05,-0.00635208766657866,-0.09461801351329535,-0.102805811624329,-0.11359198187694408,-1.8006923727954205,-0.035689598153764046,0.0008948367245052544,0.004132787589735482,0.003524253373125449,0.14724546166404412
8,61.610632240797244,432.4588334224822,440.25600800839754,-0.20884394141971402,7.445403943006896,10126.35967518994,0.2581482588231646,6.060261324801604,-3.2467969085930264,-3.022308357628291,1.7390031474313812,-0.00530790888172153,1.7390031474313814,1.9969618194069683,2.345902064396514,-4.916288959161186,-5.483489687785936,-6.144063270096578,80.38501031503044,0.23134190830263113,2.495744746938795,80.38912898986587,0.23132102596371512,2.496009121912069,-0.0016237614821860047,-0.0004151858390050347,0.001362298226811168,0.004959877621284608,0.00719062991932218,0.0030153766885058094,0.00677535588997183,0.002415732781281289,0.0006032725813880866,0.00014276243072481164,-0.008594524534355325,-0.09590878947022674,-0.10666292784011322,-0.11910631405523664,-1.8244945631572196,-0.03615701322204534,0.0013916152063198047,0.006360170050966795,0.003778031008092457,0.40598584977799973
9,62.39000039229131,459.0177722523411,466.6025078374171,-0.5152917011716004,10.536193328610402,19512.064093665595,0.2581482588231646,6.5388445771549835,-3.642873292863571,-3.4112629854630128,1.8296032599716334,0.0022894181120038364,1.8296032599716328,2.1550425178354327,2.730360770088299,-4.716750810811798,-5.135193606940513,-5.987548108650243,80.38566844317886,0.2313383130918375,2.495783097824478,80.39019686984365,0.2313152619662447,2.49607140590331,0.005424976387967952,0.006495578101323395,0.008036160104064532,0.010890054084711682,0.012603281535765551,0.003385055042758344,0.007605999180552265,0.002711896150289918,0.0006772324338679889,0.000160264781472768,-0.006189081099719126,-0.09211024239510668,-0.10006685080073396,-0.11616588893766477,-1.7498839811752709,-0.03469147022874808,0.008810031430726296,0.01410157728187566,0.01074805625435445,0.23781176817939312
